Kinase	Phosphosite	TCGA-13-1484	TCGA-13-1489	TCGA-13-1494	TCGA-13-1499	TCGA-13-2071	TCGA-23-1123	TCGA-23-1124	TCGA-24-1103	TCGA-24-1104	TCGA-24-1428	TCGA-24-1430	TCGA-24-1435	TCGA-24-1466	TCGA-24-1467	TCGA-24-1545	TCGA-24-1550	TCGA-24-1551	TCGA-24-1552	TCGA-24-1553	TCGA-24-1555	TCGA-24-1556	TCGA-24-1562	TCGA-24-1563	TCGA-24-1603	TCGA-24-1604	TCGA-24-1923	TCGA-24-2020	TCGA-24-2023	TCGA-24-2024	TCGA-24-2030	TCGA-24-2260	TCGA-24-2267	TCGA-24-2288	TCGA-24-2289	TCGA-25-1316	TCGA-25-1319	TCGA-25-1320	TCGA-25-1321	TCGA-25-1628	TCGA-25-1630	TCGA-25-1635	TCGA-25-2400	TCGA-25-2404	TCGA-25-2409	TCGA-29-1688	TCGA-29-1693	TCGA-29-1762	TCGA-29-1763	TCGA-29-1774	TCGA-29-1775	TCGA-29-1776	TCGA-29-1777	TCGA-29-2414	TCGA-29-2432	TCGA-30-1866	TCGA-36-1576	TCGA-36-1581	TCGA-36-2529	TCGA-36-2530	TCGA-36-2543	TCGA-42-2588	TCGA-42-2590	TCGA-61-1741	TCGA-61-1907	TCGA-61-1919	TCGA-61-1995	TCGA-61-2008	TCGA-61-2095	TCGA-61-2612
MAPKAPK2	HSPB1-S15	0.184	-2.31	-0.35051666666666664	-0.8690000000000001	-0.348	-1.45	-0.0689	0.171	-0.35051666666666664	-0.6509999999999999	0.495	0.326	-0.38299999999999995	-0.35051666666666664	-0.35051666666666664	-0.35051666666666664	0.898	-0.436	0.59	-0.35051666666666664	-1.06	0.575	0.223	-0.35051666666666664	-0.556	-0.133	-1.38	-0.35051666666666664	0.457	0.142	1.08	0.242	-0.35051666666666664	0.235	-0.35051666666666664	-0.505	1.05	-0.35051666666666664	-0.35051666666666664	0.0679	0.402	-2.0	-0.332	-0.015	-1.17	-0.35051666666666664	0.303	-1.74	-0.893	0.0761	0.569	-0.513	-1.02	-0.35051666666666664	0.19399999999999998	-0.14400000000000002	-0.235	-1.45	-1.12	-0.128	0.7040000000000001	-0.44	-1.16	-1.1	-0.573	-0.48	-0.899	-2.35	-0.35051666666666664
CDK2	CDK7-T170	0.43	0.5479999999999999	0.364	-0.153	-0.14	0.33299999999999996	0.121	-0.0725	0.0172	-0.33	0.648	-1.06	-0.193	-0.266	-0.35100000000000003	-0.214	-0.599	0.955	0.12	-0.45399999999999996	-0.07907575757575755	-1.55	-0.743	-1.27	-0.8029999999999999	0.0487	0.851	0.115	-0.0575	0.7170000000000001	-0.07907575757575755	-0.07907575757575755	0.247	0.214	0.37799999999999995	-0.281	-0.222	0.797	0.0662	0.0297	0.52	0.10400000000000001	0.136	-0.0113	-1.3	-0.504	-0.299	-0.257	-0.11599999999999999	0.29	0.107	-0.754	-0.155	-0.389	0.664	0.0134	-0.27	-0.596	-1.05	0.165	-0.8420000000000001	-0.725	0.902	0.47	-0.309	-0.364	0.446	0.0651	0.599
PAK4	CTNNB1-S675	0.114	-1.49	-1.91	0.07933974358974358	0.07933974358974358	0.07933974358974358	-0.16899999999999998	0.648	0.145	0.07933974358974358	0.07933974358974358	-0.00375	0.07933974358974358	0.9570000000000001	0.0399	-0.244	-0.0625	0.07933974358974358	0.07933974358974358	0.701	0.07933974358974358	-0.507	0.07933974358974358	1.08	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.23399999999999999	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.267	-0.506	0.5329999999999999	-0.374	0.07933974358974358	1.37	0.0899	0.07933974358974358	-0.79	-0.6859999999999999	0.07933974358974358	-0.327	-0.516	0.5539999999999999	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.07933974358974358	1.2	0.28800000000000003	0.495	1.25	1.13	0.07933974358974358	0.07933974358974358	-0.0644	-0.0969	0.07933974358974358	-0.0895	-0.33799999999999997	0.07933974358974358	0.972	0.07933974358974358	0.0612	-0.0747	0.07933974358974358	-0.7859999999999999
PAK1	CTNNB1-S675	0.114	-1.49	-1.91	0.07933974358974358	0.07933974358974358	0.07933974358974358	-0.16899999999999998	0.648	0.145	0.07933974358974358	0.07933974358974358	-0.00375	0.07933974358974358	0.9570000000000001	0.0399	-0.244	-0.0625	0.07933974358974358	0.07933974358974358	0.701	0.07933974358974358	-0.507	0.07933974358974358	1.08	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.23399999999999999	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.267	-0.506	0.5329999999999999	-0.374	0.07933974358974358	1.37	0.0899	0.07933974358974358	-0.79	-0.6859999999999999	0.07933974358974358	-0.327	-0.516	0.5539999999999999	0.07933974358974358	0.07933974358974358	0.07933974358974358	0.07933974358974358	1.2	0.28800000000000003	0.495	1.25	1.13	0.07933974358974358	0.07933974358974358	-0.0644	-0.0969	0.07933974358974358	-0.0895	-0.33799999999999997	0.07933974358974358	0.972	0.07933974358974358	0.0612	-0.0747	0.07933974358974358	-0.7859999999999999
CDK5	CTNNB1-S191	0.368	-0.010434583333333332	-0.010434583333333332	-0.56	-0.010434583333333332	0.537	-2.04	-0.010434583333333332	-0.010434583333333332	-0.43700000000000006	0.361	0.198	0.0564	0.11900000000000001	-0.010434583333333332	-0.010434583333333332	-0.010434583333333332	0.575	0.504	-0.010434583333333332	-0.619	0.657	-0.254	-0.010434583333333332	0.8959999999999999	0.0837	0.13	-0.010434583333333332	0.9079999999999999	-0.010434583333333332	-0.182	0.248	-0.010434583333333332	0.413	-0.010434583333333332	-0.609	0.0342	4.7499999999999996e-05	-0.010434583333333332	-0.853	0.605	-0.355	-0.938	-0.657	0.402	-0.010434583333333332	-0.010434583333333332	-0.135	-0.010434583333333332	0.934	-0.010434583333333332	-0.010434583333333332	0.273	0.8740000000000001	-0.0124	-0.010434583333333332	-1.13	-0.010434583333333332	-0.010434583333333332	-0.010434583333333332	-0.0872	-0.010434583333333332	0.359	0.688	-0.634	0.441	-0.010434583333333332	-1.6	-0.010434583333333332
AKT2	CTNNB1-S552	-0.10424047619047615	-4.28	-0.10424047619047615	-1.41	-0.10424047619047615	0.198	0.0503	-0.10424047619047615	-0.10424047619047615	-0.795	0.53	-0.636	1.34	-0.10424047619047615	-0.10424047619047615	1.13	-0.603	-0.354	-1.27	0.183	-0.10424047619047615	0.44	-0.515	-0.10424047619047615	-0.10424047619047615	1.29	-0.10424047619047615	-0.10424047619047615	0.33399999999999996	-0.648	-0.10424047619047615	-0.10424047619047615	-0.10424047619047615	0.129	1.39	-0.56	-0.10424047619047615	-0.10424047619047615	-0.10424047619047615	-0.992	-0.535	1.07	0.365	-0.0904	-0.40399999999999997	-0.10424047619047615	-0.10424047619047615	0.11800000000000001	-0.341	1.22	-0.10424047619047615	-0.419	-0.10424047619047615	-0.10424047619047615	1.91	-0.9440000000000001	-2.07	0.18	-0.10424047619047615	-0.10424047619047615	0.158	-1.06	3.47	-0.11	-0.42200000000000004	-0.10424047619047615	-0.846	-0.579	-0.10424047619047615
AKT1	CTNNB1-S552	-0.10424047619047615	-4.28	-0.10424047619047615	-1.41	-0.10424047619047615	0.198	0.0503	-0.10424047619047615	-0.10424047619047615	-0.795	0.53	-0.636	1.34	-0.10424047619047615	-0.10424047619047615	1.13	-0.603	-0.354	-1.27	0.183	-0.10424047619047615	0.44	-0.515	-0.10424047619047615	-0.10424047619047615	1.29	-0.10424047619047615	-0.10424047619047615	0.33399999999999996	-0.648	-0.10424047619047615	-0.10424047619047615	-0.10424047619047615	0.129	1.39	-0.56	-0.10424047619047615	-0.10424047619047615	-0.10424047619047615	-0.992	-0.535	1.07	0.365	-0.0904	-0.40399999999999997	-0.10424047619047615	-0.10424047619047615	0.11800000000000001	-0.341	1.22	-0.10424047619047615	-0.419	-0.10424047619047615	-0.10424047619047615	1.91	-0.9440000000000001	-2.07	0.18	-0.10424047619047615	-0.10424047619047615	0.158	-1.06	3.47	-0.11	-0.42200000000000004	-0.10424047619047615	-0.846	-0.579	-0.10424047619047615
GTF2F1	GTF2F1-S385	0.0819	-0.784	0.435	-0.162	-0.285	-0.496	-0.247	0.14400000000000002	-0.435	-0.22399999999999998	0.0035680952380952396	-0.374	0.0035680952380952396	0.47	0.249	0.0035680952380952396	-0.249	0.0035680952380952396	0.264	0.0035680952380952396	0.0929	0.0669	-0.562	0.18100000000000002	0.649	0.0453	0.687	0.545	-0.632	1.93	0.0293	0.233	0.0196	-0.5589999999999999	0.0035680952380952396	-0.705	0.726	0.5589999999999999	0.0396	0.0237	-0.261	0.318	0.068	0.514	0.171	-0.502	0.081	-0.0121	1.11	0.0403	-0.929	-0.8009999999999999	-0.436	-0.00541	0.113	1.32	-0.293	-0.5479999999999999	0.428	0.166	-0.975	-0.34600000000000003	0.0618	-0.10099999999999999	-0.128	-0.35200000000000004	0.243	-0.16	-0.317
GTF2F1	GTF2F1-T389	-0.405	-0.0645	0.255	-0.10099999999999999	-0.115	0.0743	0.455	0.17600000000000002	0.259	-0.366	0.919	-0.34700000000000003	0.9440000000000001	-1.71	0.129	-0.06794242424242418	-1.57	0.315	-0.499	-0.06794242424242418	0.359	0.0907	0.51	0.40299999999999997	-0.319	-0.282	-0.366	0.3	-0.147	0.534	-1.91	0.0635	-0.523	-1.4	-0.06794242424242418	-0.0853	0.711	0.632	0.20800000000000002	-0.146	-0.158	0.451	-0.434	-0.191	-0.5579999999999999	-0.254	1.05	-0.45299999999999996	-0.9670000000000001	0.431	-1.02	-0.491	-0.45299999999999996	-0.0127	0.259	0.156	-0.976	0.512	0.493	0.5	0.355	-0.158	0.179	0.154	0.429	-0.185	-0.0772	-0.266	0.21899999999999997
CDK5	HTT-S1199	-0.682	-2.18	-0.1550380701754386	-1.9	1.1	-0.14400000000000002	1.22	0.927	-0.1550380701754386	0.703	0.294	0.226	-0.0173	0.85	-0.1550380701754386	-0.1550380701754386	-0.639	0.183	0.405	-0.1550380701754386	0.39299999999999996	-0.823	-0.17300000000000001	-0.1550380701754386	-0.596	0.13	-0.547	-0.1550380701754386	0.265	-0.5720000000000001	-1.43	-0.12	-0.1550380701754386	-0.16699999999999998	-0.1550380701754386	-0.0866	0.135	0.536	-0.1550380701754386	0.675	-0.0399	-0.20199999999999999	-1.13	-0.7390000000000001	-0.442	-0.1550380701754386	0.42	0.207	-0.207	-0.00387	-0.128	-0.325	-0.10300000000000001	0.431	0.474	-0.809	-0.222	-0.213	0.355	-0.36700000000000005	0.29100000000000004	-1.12	-0.365	0.528	0.0195	0.6759999999999999	-0.728	-3.06	-0.1550380701754386
GSK3B	HNRNPD-S83	0.622	-0.191	-0.06854633333333336	-1.27	0.225	1.85	-0.9390000000000001	-0.8290000000000001	-0.06854633333333336	-1.14	-0.39799999999999996	0.968	0.303	-0.282	-0.0448	-0.06854633333333336	-1.13	0.17600000000000002	0.23800000000000002	-0.06854633333333336	-0.49	1.06	-0.11	0.255	-0.858	1.12	-0.35600000000000004	-0.9520000000000001	-0.06854633333333336	0.805	0.875	-0.19399999999999998	-1.04	-0.748	-0.06854633333333336	0.53	-0.10800000000000001	0.45	-0.06854633333333336	-1.41	-0.142	0.0359	0.32	0.917	-0.19399999999999998	-0.0342	-0.6920000000000001	-0.06854633333333336	0.0171	-1.42	-0.775	-1.07	-0.748	0.547	0.778	-0.37799999999999995	0.00722	0.154	0.595	-0.36200000000000004	0.261	0.18100000000000002	-0.06854633333333336	0.252	0.609	0.72	-0.12300000000000001	-0.368	-0.188
GSK3B	HNRNPD-S83	0.622	-0.191	-0.06854633333333336	-1.27	0.225	1.85	-0.9390000000000001	-0.8290000000000001	-0.06854633333333336	-1.14	-0.39799999999999996	0.968	0.303	-0.282	-0.0448	-0.06854633333333336	-1.13	0.17600000000000002	0.23800000000000002	-0.06854633333333336	-0.49	1.06	-0.11	0.255	-0.858	1.12	-0.35600000000000004	-0.9520000000000001	-0.06854633333333336	0.805	0.875	-0.19399999999999998	-1.04	-0.748	-0.06854633333333336	0.53	-0.10800000000000001	0.45	-0.06854633333333336	-1.41	-0.142	0.0359	0.32	0.917	-0.19399999999999998	-0.0342	-0.6920000000000001	-0.06854633333333336	0.0171	-1.42	-0.775	-1.07	-0.748	0.547	0.778	-0.37799999999999995	0.00722	0.154	0.595	-0.36200000000000004	0.261	0.18100000000000002	-0.06854633333333336	0.252	0.609	0.72	-0.12300000000000001	-0.368	-0.188
MAP3K7	RBMX-T216	-0.9840000000000001	-0.25	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	1.77	0.635	-1.09	-0.1552182619047619	-0.1552182619047619	-0.109	0.414	0.151	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	-1.14	-0.68	-0.429	-0.1552182619047619	-0.341	-0.499	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	0.324	0.182	-1.53	-0.9620000000000001	-0.1552182619047619	-1.46	-0.1552182619047619	0.134	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	-0.1552182619047619	-1.61	0.653	-0.21899999999999997	0.91	-0.0558	-0.1552182619047619	-0.1552182619047619	-0.0379	0.723	-0.1552182619047619	-1.29	-0.535	0.888	-0.1552182619047619	1.47	-1.12	-0.861	0.418	-0.0147	-0.1552182619047619	0.983	0.523	0.0186	-0.129	0.604	-0.000367	-1.13	-0.843	-0.1552182619047619
CDK2	LIG3-S913	0.07619111111111115	-0.36200000000000004	0.07619111111111115	-1.32	0.07619111111111115	1.28	0.151	-0.239	0.07619111111111115	0.214	0.07619111111111115	0.7070000000000001	0.07619111111111115	0.391	3.6	0.07619111111111115	-1.96	0.07619111111111115	-0.723	0.07619111111111115	0.07619111111111115	0.506	-2.06	-0.605	-0.29600000000000004	0.767	0.563	-0.122	0.07619111111111115	0.276	0.07619111111111115	0.07619111111111115	4.11	1.21	0.07619111111111115	1.07	0.531	1.21	0.07619111111111115	-0.997	0.0168	1.37	0.07619111111111115	0.5670000000000001	-0.325	0.317	0.07619111111111115	0.07619111111111115	0.8270000000000001	-0.9279999999999999	-1.86	-1.7	0.07619111111111115	0.221	0.35600000000000004	-0.618	0.0348	0.33899999999999997	0.74	0.07619111111111115	-0.652	-1.82	0.07619111111111115	-0.45399999999999996	0.07619111111111115	0.07619111111111115	-1.11	0.07619111111111115	0.205
CDK2	LIG3-S913	0.42200000000000004	-0.08588705882352946	-0.08588705882352946	0.379	-1.38	-0.08588705882352946	0.65	0.985	-0.08588705882352946	0.669	-2.62	-2.9	0.799	-0.478	-2.45	0.765	-2.49	1.26	-0.08588705882352946	-0.22699999999999998	-0.08588705882352946	-1.65	-2.62	-0.08588705882352946	-0.45799999999999996	-1.47	2.17	-0.08588705882352946	0.45	1.23	-0.08588705882352946	-0.08588705882352946	0.575	-0.08588705882352946	1.11	-0.08588705882352946	-0.00244	0.483	-0.08588705882352946	-0.527	0.6509999999999999	-0.21100000000000002	-2.69	-0.49700000000000005	0.281	0.654	0.9329999999999999	0.331	2.18	0.456	-0.34	-0.419	0.195	-0.445	-0.84	0.711	-0.08588705882352946	-0.08588705882352946	0.19399999999999998	1.1	-0.08588705882352946	-0.08588705882352946	1.34	0.636	0.41	-0.8170000000000001	0.0472	-0.915	-0.08588705882352946
CDK2	LIG3-S913	0.07619111111111115	-0.36200000000000004	0.07619111111111115	-1.32	0.07619111111111115	1.28	0.151	-0.239	0.07619111111111115	0.214	0.07619111111111115	0.7070000000000001	0.07619111111111115	0.391	3.6	0.07619111111111115	-1.96	0.07619111111111115	-0.723	0.07619111111111115	0.07619111111111115	0.506	-2.06	-0.605	-0.29600000000000004	0.767	0.563	-0.122	0.07619111111111115	0.276	0.07619111111111115	0.07619111111111115	4.11	1.21	0.07619111111111115	1.07	0.531	1.21	0.07619111111111115	-0.997	0.0168	1.37	0.07619111111111115	0.5670000000000001	-0.325	0.317	0.07619111111111115	0.07619111111111115	0.8270000000000001	-0.9279999999999999	-1.86	-1.7	0.07619111111111115	0.221	0.35600000000000004	-0.618	0.0348	0.33899999999999997	0.74	0.07619111111111115	-0.652	-1.82	0.07619111111111115	-0.45399999999999996	0.07619111111111115	0.07619111111111115	-1.11	0.07619111111111115	0.205
CDK2	LIG3-S913	0.42200000000000004	-0.08588705882352946	-0.08588705882352946	0.379	-1.38	-0.08588705882352946	0.65	0.985	-0.08588705882352946	0.669	-2.62	-2.9	0.799	-0.478	-2.45	0.765	-2.49	1.26	-0.08588705882352946	-0.22699999999999998	-0.08588705882352946	-1.65	-2.62	-0.08588705882352946	-0.45799999999999996	-1.47	2.17	-0.08588705882352946	0.45	1.23	-0.08588705882352946	-0.08588705882352946	0.575	-0.08588705882352946	1.11	-0.08588705882352946	-0.00244	0.483	-0.08588705882352946	-0.527	0.6509999999999999	-0.21100000000000002	-2.69	-0.49700000000000005	0.281	0.654	0.9329999999999999	0.331	2.18	0.456	-0.34	-0.419	0.195	-0.445	-0.84	0.711	-0.08588705882352946	-0.08588705882352946	0.19399999999999998	1.1	-0.08588705882352946	-0.08588705882352946	1.34	0.636	0.41	-0.8170000000000001	0.0472	-0.915	-0.08588705882352946
CDK2	LIG3-S210	0.1809212962962963	0.1809212962962963	-1.35	0.1809212962962963	-2.4	1.73	0.843	1.13	-1.28	0.1809212962962963	-1.04	0.354	0.312	0.551	-1.32	0.93	-1.06	0.9890000000000001	-1.77	-0.68	4.18	-0.685	0.1809212962962963	0.0728	-2.15	0.1809212962962963	2.82	0.27399999999999997	-0.44	0.253	1.95	4.45	-0.637	-1.24	0.722	1.41	-0.993	1.84	0.39	0.1809212962962963	-3.01	-0.0886	0.1809212962962963	-1.39	0.772	-1.02	1.38	1.07	1.57	0.1809212962962963	-1.84	0.632	0.1809212962962963	0.00755	1.58	-1.26	0.41100000000000003	0.1809212962962963	-1.96	0.478	1.14	0.1809212962962963	1.33	-0.45799999999999996	0.1809212962962963	0.1809212962962963	1.01	0.1809212962962963	1.26
CDK2	LIG3-S210	0.1809212962962963	0.1809212962962963	-1.35	0.1809212962962963	-2.4	1.73	0.843	1.13	-1.28	0.1809212962962963	-1.04	0.354	0.312	0.551	-1.32	0.93	-1.06	0.9890000000000001	-1.77	-0.68	4.18	-0.685	0.1809212962962963	0.0728	-2.15	0.1809212962962963	2.82	0.27399999999999997	-0.44	0.253	1.95	4.45	-0.637	-1.24	0.722	1.41	-0.993	1.84	0.39	0.1809212962962963	-3.01	-0.0886	0.1809212962962963	-1.39	0.772	-1.02	1.38	1.07	1.57	0.1809212962962963	-1.84	0.632	0.1809212962962963	0.00755	1.58	-1.26	0.41100000000000003	0.1809212962962963	-1.96	0.478	1.14	0.1809212962962963	1.33	-0.45799999999999996	0.1809212962962963	0.1809212962962963	1.01	0.1809212962962963	1.26
CDK2	MKI67-S357	-0.688	-0.841	0.00518	-0.20099333333333347	0.0259	0.321	-0.20099333333333347	-0.34700000000000003	-0.6859999999999999	0.132	-0.20099333333333347	-0.13699999999999998	-0.20099333333333347	-0.20099333333333347	-0.20099333333333347	-0.20099333333333347	-0.37200000000000005	-0.20099333333333347	-1.11	-0.20099333333333347	-0.305	0.0806	-0.914	-0.20099333333333347	-0.9179999999999999	0.0242	0.134	-0.20099333333333347	-0.652	-0.48700000000000004	-1.16	-0.496	-0.20099333333333347	-0.20099333333333347	-0.20099333333333347	-0.20099333333333347	-0.0622	-0.20099333333333347	0.168	-0.20099333333333347	-0.20099333333333347	0.306	-0.20099333333333347	-0.0705	-0.138	-0.20099333333333347	0.7170000000000001	-1.48	-0.909	-0.20099333333333347	-0.115	-0.0371	-1.12	-0.20099333333333347	1.66	-0.0508	0.12300000000000001	-0.233	1.85	0.561	-0.20099333333333347	-0.903	0.35200000000000004	-0.20099333333333347	-0.20099333333333347	-0.172	-0.498	-0.20099333333333347	-0.20099333333333347
ROCK1	PPP1R12B-T646	0.0804	-2.22	-0.27286666666666665	-0.27286666666666665	-0.27286666666666665	-1.35	0.0793	-0.27286666666666665	-0.27286666666666665	-0.158	-0.863	0.0986	-0.9620000000000001	0.625	-0.27286666666666665	-0.27286666666666665	-0.27286666666666665	-1.08	-0.49200000000000005	-0.27286666666666665	-0.27286666666666665	0.285	0.252	0.315	-0.19	0.188	-0.8740000000000001	0.11800000000000001	-0.41200000000000003	-0.27286666666666665	-0.27286666666666665	-0.27286666666666665	-0.27286666666666665	0.581	-0.27286666666666665	-2.11	-1.04	0.82	-0.27286666666666665	-0.27286666666666665	-0.0791	0.204	-0.27286666666666665	0.203	-0.528	-0.27286666666666665	-0.27286666666666665	-0.5329999999999999	-0.27286666666666665	-0.27286666666666665	-0.27286666666666665	-0.27286666666666665	0.282	0.11	0.29600000000000004	-0.27286666666666665	1.94	-1.78	-0.27286666666666665	-0.27286666666666665	-1.44	-1.06	-0.299	-0.182	-0.27286666666666665	0.34600000000000003	-0.27286666666666665	-0.27286666666666665	0.187
CDK2	NPAT-T1350	-0.654	-0.40758666666666665	-1.76	-0.40758666666666665	-0.40758666666666665	2.47	-0.591	-1.84	-0.622	0.153	-0.40758666666666665	0.124	-0.40758666666666665	-0.40758666666666665	-1.04	0.24	-1.46	-0.40758666666666665	-1.31	-1.03	-0.40758666666666665	-0.737	-3.34	0.0814	-2.47	-0.214	0.7659999999999999	-0.0541	-0.40758666666666665	-0.5	-0.40758666666666665	-0.40758666666666665	-0.621	-2.35	0.795	-1.19	0.0183	-0.40758666666666665	0.423	-0.40758666666666665	-1.74	1.38	-0.40758666666666665	0.579	0.249	-1.27	-0.40758666666666665	-0.40758666666666665	0.501	-0.40758666666666665	-0.39299999999999996	-0.546	-1.38	-0.40758666666666665	1.7	-1.34	-0.62	-0.40758666666666665	0.95	-0.40758666666666665	0.16399999999999998	-0.40758666666666665	-0.40758666666666665	1.26	-0.40758666666666665	0.976	-0.899	-0.40758666666666665	-1.2
CDK2	PML-S518	0.484	1.35	-0.0556	0.775	0.865	0.10300000000000001	-0.871	-0.322	-0.0165	-0.214	-0.9590000000000001	-0.147	0.319	-0.289	0.212	-0.516	-0.248	-1.25	0.0427	0.18100000000000002	-0.17401075757575757	0.591	-0.84	-0.634	0.325	-0.0834	-1.55	0.0828	-2.0	-0.21600000000000003	-0.17401075757575757	-0.17401075757575757	-0.3	0.311	-0.9390000000000001	-0.763	0.00103	-0.115	0.251	-0.00798	0.171	0.0976	-0.508	0.8009999999999999	0.645	-0.521	-0.546	-0.465	-0.937	-0.862	0.5489999999999999	-0.457	-0.146	-0.47	0.0761	-0.593	0.226	-0.133	0.0621	-0.198	-0.33899999999999997	0.00244	-0.109	0.278	-0.293	-0.14800000000000002	-0.835	-0.172	-0.218
CDK2	PML-S518	0.484	1.35	-0.0556	0.775	0.865	0.10300000000000001	-0.871	-0.322	-0.0165	-0.214	-0.9590000000000001	-0.147	0.319	-0.289	0.212	-0.516	-0.248	-1.25	0.0427	0.18100000000000002	-0.17401075757575757	0.591	-0.84	-0.634	0.325	-0.0834	-1.55	0.0828	-2.0	-0.21600000000000003	-0.17401075757575757	-0.17401075757575757	-0.3	0.311	-0.9390000000000001	-0.763	0.00103	-0.115	0.251	-0.00798	0.171	0.0976	-0.508	0.8009999999999999	0.645	-0.521	-0.546	-0.465	-0.937	-0.862	0.5489999999999999	-0.457	-0.146	-0.47	0.0761	-0.593	0.226	-0.133	0.0621	-0.198	-0.33899999999999997	0.00244	-0.109	0.278	-0.293	-0.14800000000000002	-0.835	-0.172	-0.218
CDK2	PML-S518	0.484	1.35	-0.0556	0.775	0.865	0.10300000000000001	-0.871	-0.322	-0.0165	-0.214	-0.9590000000000001	-0.147	0.319	-0.289	0.212	-0.516	-0.248	-1.25	0.0427	0.18100000000000002	-0.17401075757575757	0.591	-0.84	-0.634	0.325	-0.0834	-1.55	0.0828	-2.0	-0.21600000000000003	-0.17401075757575757	-0.17401075757575757	-0.3	0.311	-0.9390000000000001	-0.763	0.00103	-0.115	0.251	-0.00798	0.171	0.0976	-0.508	0.8009999999999999	0.645	-0.521	-0.546	-0.465	-0.937	-0.862	0.5489999999999999	-0.457	-0.146	-0.47	0.0761	-0.593	0.226	-0.133	0.0621	-0.198	-0.33899999999999997	0.00244	-0.109	0.278	-0.293	-0.14800000000000002	-0.835	-0.172	-0.218
CDK2	PML-S518	0.484	1.35	-0.0556	0.775	0.865	0.10300000000000001	-0.871	-0.322	-0.0165	-0.214	-0.9590000000000001	-0.147	0.319	-0.289	0.212	-0.516	-0.248	-1.25	0.0427	0.18100000000000002	-0.17401075757575757	0.591	-0.84	-0.634	0.325	-0.0834	-1.55	0.0828	-2.0	-0.21600000000000003	-0.17401075757575757	-0.17401075757575757	-0.3	0.311	-0.9390000000000001	-0.763	0.00103	-0.115	0.251	-0.00798	0.171	0.0976	-0.508	0.8009999999999999	0.645	-0.521	-0.546	-0.465	-0.937	-0.862	0.5489999999999999	-0.457	-0.146	-0.47	0.0761	-0.593	0.226	-0.133	0.0621	-0.198	-0.33899999999999997	0.00244	-0.109	0.278	-0.293	-0.14800000000000002	-0.835	-0.172	-0.218
CDK2	PML-S518	0.484	1.35	-0.0556	0.775	0.865	0.10300000000000001	-0.871	-0.322	-0.0165	-0.214	-0.9590000000000001	-0.147	0.319	-0.289	0.212	-0.516	-0.248	-1.25	0.0427	0.18100000000000002	-0.17401075757575757	0.591	-0.84	-0.634	0.325	-0.0834	-1.55	0.0828	-2.0	-0.21600000000000003	-0.17401075757575757	-0.17401075757575757	-0.3	0.311	-0.9390000000000001	-0.763	0.00103	-0.115	0.251	-0.00798	0.171	0.0976	-0.508	0.8009999999999999	0.645	-0.521	-0.546	-0.465	-0.937	-0.862	0.5489999999999999	-0.457	-0.146	-0.47	0.0761	-0.593	0.226	-0.133	0.0621	-0.198	-0.33899999999999997	0.00244	-0.109	0.278	-0.293	-0.14800000000000002	-0.835	-0.172	-0.218
CDK2	PML-S518	0.484	1.35	-0.0556	0.775	0.865	0.10300000000000001	-0.871	-0.322	-0.0165	-0.214	-0.9590000000000001	-0.147	0.319	-0.289	0.212	-0.516	-0.248	-1.25	0.0427	0.18100000000000002	-0.17401075757575757	0.591	-0.84	-0.634	0.325	-0.0834	-1.55	0.0828	-2.0	-0.21600000000000003	-0.17401075757575757	-0.17401075757575757	-0.3	0.311	-0.9390000000000001	-0.763	0.00103	-0.115	0.251	-0.00798	0.171	0.0976	-0.508	0.8009999999999999	0.645	-0.521	-0.546	-0.465	-0.937	-0.862	0.5489999999999999	-0.457	-0.146	-0.47	0.0761	-0.593	0.226	-0.133	0.0621	-0.198	-0.33899999999999997	0.00244	-0.109	0.278	-0.293	-0.14800000000000002	-0.835	-0.172	-0.218
CDK2	PML-S518	0.484	1.35	-0.0556	0.775	0.865	0.10300000000000001	-0.871	-0.322	-0.0165	-0.214	-0.9590000000000001	-0.147	0.319	-0.289	0.212	-0.516	-0.248	-1.25	0.0427	0.18100000000000002	-0.17401075757575757	0.591	-0.84	-0.634	0.325	-0.0834	-1.55	0.0828	-2.0	-0.21600000000000003	-0.17401075757575757	-0.17401075757575757	-0.3	0.311	-0.9390000000000001	-0.763	0.00103	-0.115	0.251	-0.00798	0.171	0.0976	-0.508	0.8009999999999999	0.645	-0.521	-0.546	-0.465	-0.937	-0.862	0.5489999999999999	-0.457	-0.146	-0.47	0.0761	-0.593	0.226	-0.133	0.0621	-0.198	-0.33899999999999997	0.00244	-0.109	0.278	-0.293	-0.14800000000000002	-0.835	-0.172	-0.218
